"Age","Sex","Education","Veg","Fruit","Year","BMI"
55,"Male","Higher grade or equiv","Yes","Yes","2011",26.6475382314337
21,"Male","Higher grade or equiv","Yes","No","2011",19.9691358024691
63,"Female","No qualifications","No","No","2011",25.362623797099
59,"Female","No qualifications","Yes","Yes","2011",26.346494034401
45,"Female","No qualifications","No","No","2011",21.1500416493128
45,"Male","No qualifications","No","No","2011",29.1358312452654
27,"Female","Other school level","Yes","Yes","2011",21.2877700360632
51,"Female","No qualifications","Yes","Yes","2011",31.1159369248274
43,"Female","Standard grade or equiv","No","No","2011",47.0610203535759
16,"Female","Standard grade or equiv","No","No","2011",21.1639440851025
57,"Male","Other school level","Yes","Yes","2011",26.1796886443541
52,"Female","Degree or higher","Yes","Yes","2011",24.4619710434778
17,"Male","Standard grade or equiv","Yes","Yes","2011",28.1624937309517
63,"Female","Other school level","Yes","Yes","2011",18.250360960576
47,"Female","No qualifications","Yes","Yes","2011",29.231438629801
50,"Male","No qualifications","Yes","No","2011",32.9630427928613
25,"Female","Standard grade or equiv","Yes","Yes","2011",22.6934683011151
50,"Female","HNC/D or equiv","No","Yes","2011",27.0270176861071
49,"Male","Higher grade or equiv","No","Yes","2011",27.2326919262051
38,"Male","HNC/D or equiv","No","No","2011",24.0329647562557
35,"Female","Standard grade or equiv","No","Yes","2011",29.7991420199662
47,"Male","Higher grade or equiv","Yes","No","2011",29.2737523399176
20,"Female","Higher grade or equiv","Yes","Yes","2011",25.9431412820236
40,"Female","Degree or higher","Yes","Yes","2011",34.0806048426625
58,"Female","No qualifications","Yes","No","2011",36.9019746321936
58,"Male","Standard grade or equiv","Yes","Yes","2011",28.500189370029
25,"Male","Standard grade or equiv","Yes","Yes","2011",23.121387283237
43,"Male","Higher grade or equiv","Yes","Yes","2011",27.1739130434783
44,"Female","Higher grade or equiv","Yes","Yes","2011",31.7174839785815
37,"Male","Degree or higher","Yes","No","2011",24.1827915519249
39,"Female","Degree or higher","Yes","Yes","2011",23.3787276725435
40,"Female","Standard grade or equiv","Yes","Yes","2011",24.2977309753559
27,"Female","Degree or higher","Yes","Yes","2011",19.1453674453837
42,"Female","HNC/D or equiv","Yes","Yes","2011",36.6649349734523
41,"Male","HNC/D or equiv","Yes","Yes","2011",33.3427815296469
35,"Female","HNC/D or equiv","Yes","Yes","2011",24.081808465251
37,"Male","Higher grade or equiv","Yes","Yes","2011",25.7357845098824
39,"Female","HNC/D or equiv","Yes","Yes","2011",22.5713161252355
47,"Female","Degree or higher","No","Yes","2011",46.6222183402723
21,"Female","Higher grade or equiv","No","No","2011",23.2613027237283
20,"Female","HNC/D or equiv","No","No","2011",23.7908283141872
58,"Female","Standard grade or equiv","Yes","Yes","2011",42.913739666008
61,"Male","Higher grade or equiv","Yes","Yes","2011",29.3068936590046
49,"Female","No qualifications","Yes","Yes","2011",27.1196584793353
35,"Male","HNC/D or equiv","No","Yes","2011",26.4452710741221
57,"Female","Higher grade or equiv","Yes","No","2011",25.229492027195
59,"Male","No qualifications","No","Yes","2011",28.9016953875171
55,"Male","No qualifications","Yes","No","2011",27.8384506141567
52,"Female","No qualifications","Yes","Yes","2011",35.9756935132554
57,"Female","Degree or higher","No","No","2011",39.1015131814499
60,"Male","Higher grade or equiv","No","No","2011",35.6733291790814
41,"Male","Standard grade or equiv","Yes","Yes","2011",28.8306341343071
24,"Female","Higher grade or equiv","No","No","2011",26.7113398050493
53,"Male","Higher grade or equiv","No","No","2011",26.7771394395275
47,"Female","No qualifications","No","No","2011",31.4101418955928
38,"Female","Higher grade or equiv","Yes","Yes","2011",33.2309097168653
57,"Male","Higher grade or equiv","Yes","Yes","2011",28.5628043172855
51,"Male","Higher grade or equiv","Yes","Yes","2011",25.4187564300412
80,"Male","No qualifications","Yes","No","2011",32.5474918331537
72,"Female","Higher grade or equiv","Yes","Yes","2011",30.2403213567157
24,"Female","Standard grade or equiv","Yes","No","2011",41.7806526700871
69,"Female","No qualifications","Yes","Yes","2011",25.0761095978209
73,"Male","No qualifications","Yes","Yes","2011",29.9330833926664
72,"Male","Higher grade or equiv","Yes","Yes","2011",26.4537853672776
71,"Female","Other school level","Yes","Yes","2011",34.65440640871
28,"Female","Other school level","No","No","2011",29.1958022299649
39,"Female","Standard grade or equiv","No","Yes","2011",31.3094087235752
43,"Male","Standard grade or equiv","No","No","2011",27.9716553892056
34,"Female","Standard grade or equiv","Yes","No","2011",28.9143341688028
44,"Female","Higher grade or equiv","Yes","Yes","2011",27.3466033601169
60,"Female","No qualifications","Yes","Yes","2011",20.5464110798947
47,"Male","Higher grade or equiv","No","No","2011",29.1517558834362
43,"Female","Higher grade or equiv","No","Yes","2011",22.1107266435986
46,"Female","No qualifications","No","No","2011",28.6287923854848
50,"Male","No qualifications","Yes","No","2011",27.8995999224858
40,"Female","Higher grade or equiv","Yes","Yes","2011",32.1838847855841
76,"Female","Standard grade or equiv","Yes","Yes","2011",23.8498002579228
51,"Female","Standard grade or equiv","Yes","No","2011",19.6837574961076
64,"Female","HNC/D or equiv","Yes","Yes","2011",25.567536173329
67,"Male","Higher grade or equiv","Yes","Yes","2011",31.1386910946521
55,"Female","Degree or higher","Yes","Yes","2011",19.9161892491982
55,"Male","Degree or higher","Yes","Yes","2011",35.775035558848
27,"Female","HNC/D or equiv","Yes","Yes","2011",35.5089297019999
42,"Female","Standard grade or equiv","Yes","Yes","2011",24.4429562508496
47,"Female","Degree or higher","Yes","Yes","2011",14.0142292118904
49,"Female","HNC/D or equiv","Yes","Yes","2011",24.1901217618855
44,"Female","HNC/D or equiv","No","No","2011",25.311715016433
44,"Male","HNC/D or equiv","Yes","No","2011",31.5081309868568
55,"Female","Degree or higher","Yes","Yes","2011",28.2396512480228
23,"Female","Degree or higher","Yes","Yes","2011",23.3657415239479
56,"Female","Other school level","Yes","Yes","2011",31.9553613427046
63,"Male","No qualifications","Yes","Yes","2011",33.3097135127196
76,"Male","No qualifications","No","Yes","2011",32.7474149145675
68,"Female","No qualifications","No","Yes","2011",23.214201183432
50,"Female","Standard grade or equiv","No","Yes","2011",28.013128019995
26,"Male","Degree or higher","Yes","Yes","2011",25.5217121191384
69,"Female","Other school level","Yes","Yes","2011",25.7900983571784
70,"Male","Other school level","Yes","Yes","2011",23.6075936757211
90,"Male","No qualifications","Yes","Yes","2011",29.3272872653817
83,"Female","Degree or higher","Yes","Yes","2011",21.6477702191988
54,"Female","Higher grade or equiv","Yes","Yes","2011",45.5649892369804
18,"Female","Standard grade or equiv","Yes","Yes","2011",16.9872928267071
35,"Male","HNC/D or equiv","Yes","No","2011",33.5005007238443
60,"Female","Higher grade or equiv","Yes","Yes","2011",24.2904671438377
64,"Male","Degree or higher","No","Yes","2011",27.8428012635738
44,"Male","Degree or higher","Yes","Yes","2011",31.7380184940213
46,"Female","Standard grade or equiv","Yes","No","2011",23.5094890641693
34,"Female","Degree or higher","Yes","No","2011",19.6694212138228
57,"Male","Degree or higher","Yes","Yes","2011",19.4330639103581
84,"Female","No qualifications","Yes","Yes","2011",23.4276888040165
71,"Male","No qualifications","No","Yes","2011",29.1017073001616
67,"Female","Other school level","No","Yes","2011",20.0607392362227
69,"Male","No qualifications","Yes","Yes","2011",24.8200216611098
32,"Female","Standard grade or equiv","Yes","Yes","2011",41.6166110269304
42,"Female","Standard grade or equiv","No","No","2011",24.4627343392775
48,"Male","Degree or higher","Yes","Yes","2011",27.2622992757954
50,"Female","HNC/D or equiv","Yes","No","2011",26.5498473383778
19,"Male","Higher grade or equiv","No","No","2011",22.2352081811541
44,"Female","Standard grade or equiv","Yes","Yes","2011",41.2650971154536
52,"Male","Degree or higher","Yes","Yes","2011",23.5774414091048
68,"Male","Higher grade or equiv","Yes","Yes","2011",23.4347843230801
27,"Male","Higher grade or equiv","Yes","No","2011",24.5205284143146
56,"Female","Degree or higher","Yes","Yes","2011",22.2491827562582
35,"Female","Degree or higher","Yes","Yes","2011",23.4185465881845
46,"Female","Degree or higher","No","No","2011",21.8590982580505
46,"Female","Degree or higher","Yes","No","2011",27.0631468358164
65,"Female","Standard grade or equiv","Yes","Yes","2011",28.5398567291571
75,"Male","Standard grade or equiv","Yes","Yes","2011",32.3010638023409
66,"Female","Standard grade or equiv","Yes","Yes","2011",33.4292457918012
51,"Female","Standard grade or equiv","Yes","No","2011",24.8848760280721
47,"Male","Higher grade or equiv","Yes","No","2011",26.5771463536284
34,"Female","Degree or higher","Yes","Yes","2011",22.1216938155815
69,"Female","Degree or higher","No","Yes","2011",21.9174676162352
72,"Male","No qualifications","Yes","Yes","2011",33.4108231301722
43,"Male","Standard grade or equiv","Yes","Yes","2011",36.507357026079
48,"Male","HNC/D or equiv","Yes","No","2011",23.5390606768188
81,"Male","No qualifications","Yes","Yes","2011",25.7245755445035
58,"Male","Degree or higher","Yes","No","2011",27.2824397379052
69,"Female","No qualifications","Yes","Yes","2011",29.0178116888915
36,"Male","HNC/D or equiv","Yes","Yes","2011",24.2583211761349
31,"Female","Higher grade or equiv","Yes","Yes","2011",28.7118042714497
56,"Female","Standard grade or equiv","No","Yes","2011",29.3393167517162
70,"Male","Degree or higher","Yes","Yes","2011",26.6533503948067
71,"Female","Degree or higher","Yes","Yes","2011",26.9248333465814
90,"Male","HNC/D or equiv","No","Yes","2011",23.2754093792867
46,"Female","No qualifications","Yes","No","2011",31.7519987129031
71,"Male","Degree or higher","Yes","Yes","2011",26.5949779222811
50,"Male","Degree or higher","Yes","No","2011",30.6052514917274
53,"Male","No qualifications","No","No","2011",29.1001266418951
47,"Female","Standard grade or equiv","Yes","Yes","2011",37.9153925037647
38,"Female","No qualifications","Yes","No","2011",37.6047337278107
29,"Female","Higher grade or equiv","Yes","Yes","2011",24.1771368150173
50,"Female","Standard grade or equiv","Yes","No","2011",26.2686567164179
41,"Male","Higher grade or equiv","Yes","Yes","2011",27.1560472229369
82,"Female","No qualifications","Yes","Yes","2011",24.2878013148283
60,"Male","No qualifications","Yes","Yes","2011",29.7805064994094
72,"Male","No qualifications","Yes","Yes","2011",33.4478370835057
46,"Female","Degree or higher","Yes","Yes","2011",22.3280186220126
66,"Male","Degree or higher","Yes","Yes","2011",23.6742119225264
46,"Male","No qualifications","Yes","No","2011",24.9545738975157
56,"Female","No qualifications","No","No","2011",25.6636464322745
62,"Female","HNC/D or equiv","Yes","Yes","2011",24.6176434208645
63,"Male","HNC/D or equiv","No","Yes","2011",26.3647419906248
38,"Male","Degree or higher","No","No","2011",22.4824488733652
34,"Male","Standard grade or equiv","No","Yes","2011",23.0805129453778
58,"Male","Higher grade or equiv","Yes","Yes","2011",33.0266034985423
54,"Female","Standard grade or equiv","Yes","Yes","2011",30.3147906564984
57,"Male","Degree or higher","Yes","Yes","2011",29.7952685835799
63,"Female","Standard grade or equiv","Yes","Yes","2011",25.426428781492
65,"Female","No qualifications","Yes","Yes","2011",26.1171672241207
43,"Female","HNC/D or equiv","No","Yes","2011",29.925254874756
80,"Female","No qualifications","Yes","No","2011",24.31459370756
34,"Male","Degree or higher","Yes","Yes","2011",28.1591914973406
29,"Female","Degree or higher","Yes","Yes","2011",23.0813495626208
42,"Male","Degree or higher","Yes","Yes","2011",31.1040566527273
75,"Female","Degree or higher","Yes","Yes","2011",33.1876246313107
40,"Female","Degree or higher","Yes","Yes","2011",25.7813129956259
58,"Female","Degree or higher","No","Yes","2011",31.4043802321471
39,"Female","Degree or higher","Yes","Yes","2011",31.434301170253
56,"Female","Degree or higher","Yes","Yes","2011",25.4000317967997
52,"Male","No qualifications","No","No","2011",28.6103742427111
49,"Female","Standard grade or equiv","Yes","No","2011",26.5934809726291
37,"Female","HNC/D or equiv","Yes","No","2011",34.4289113622844
37,"Female","Standard grade or equiv","Yes","Yes","2011",33.1313131313131
87,"Male","No qualifications","Yes","No","2011",25.3923438727407
39,"Female","Standard grade or equiv","No","Yes","2011",41.5794306703398
57,"Male","Other school level","Yes","Yes","2011",24.4649816396768
54,"Female","HNC/D or equiv","Yes","Yes","2011",28.7200832466181
54,"Male","No qualifications","Yes","Yes","2011",25.8499298197081
62,"Female","Standard grade or equiv","Yes","Yes","2011",31.1318095574655
57,"Female","Standard grade or equiv","Yes","Yes","2011",42.6011629286816
45,"Female","Degree or higher","Yes","Yes","2011",29.2739146875462
51,"Male","HNC/D or equiv","Yes","Yes","2011",28.5916121356336
46,"Female","Degree or higher","Yes","Yes","2011",18.3298631766805
30,"Female","Degree or higher","Yes","Yes","2011",23.981261154075
31,"Male","Degree or higher","Yes","Yes","2011",31.8188458728999
27,"Male","Degree or higher","Yes","Yes","2011",22.6314564312133
26,"Female","Degree or higher","Yes","Yes","2011",23.2321561200891
22,"Male","Standard grade or equiv","No","Yes","2011",30.438864785305
29,"Male","Higher grade or equiv","Yes","No","2011",31.4076648067092
30,"Male","Degree or higher","Yes","Yes","2011",34.4409333205656
45,"Female","Degree or higher","Yes","Yes","2011",30.2238637899194
50,"Male","Degree or higher","No","No","2011",31.441077216078
38,"Female","Degree or higher","Yes","Yes","2011",24.0746291783058
38,"Male","Higher grade or equiv","Yes","No","2011",33.463176429639
21,"Male","HNC/D or equiv","Yes","Yes","2011",23.0804948918503
68,"Male","Higher grade or equiv","Yes","No","2011",31.2890622546341
66,"Female","Other school level","Yes","No","2011",29.7475101626867
45,"Female","Degree or higher","Yes","Yes","2011",25.8101172811729
54,"Female","Higher grade or equiv","Yes","Yes","2011",24.9397823107897
43,"Female","Degree or higher","Yes","Yes","2011",23.621439012094
38,"Female","Degree or higher","Yes","Yes","2011",22.791493158834
44,"Male","HNC/D or equiv","Yes","Yes","2011",25.2486489383994
57,"Male","Degree or higher","No","No","2011",30.7211772583394
81,"Female","No qualifications","Yes","Yes","2011",28.399254616824
57,"Female","Degree or higher","Yes","Yes","2011",30.1357591814935
67,"Male","Higher grade or equiv","Yes","Yes","2011",21.534423802673
44,"Female","Standard grade or equiv","No","Yes","2011",34.5144077444834
69,"Male","No qualifications","Yes","Yes","2011",29.2505657102904
66,"Female","No qualifications","Yes","Yes","2011",25.7461083923365
81,"Female","No qualifications","Yes","No","2011",24.1733968591771
42,"Male","Degree or higher","Yes","Yes","2011",21.3616411822034
79,"Male","Degree or higher","Yes","Yes","2011",26.8151405464788
76,"Female","Degree or higher","Yes","Yes","2011",23.2170203021711
64,"Female","No qualifications","Yes","Yes","2011",35.3717185673292
65,"Male","HNC/D or equiv","Yes","No","2011",29.8854091913986
41,"Male","Degree or higher","Yes","Yes","2011",27.3756879496829
